id,user_id,model_id,style,image_url,replicate_prediction_id,prompt,metadata,created_at,favorite,file_path
19,8,52,Fantasy,https://replicate.delivery/xezq/2aOFjsPTJ4ZnOd1y7jrfQUQf59P52UHpN3Bfg8u8FmGbY5UpA/out-0.png,prediction_1746671885645,"Epic portrait of a TOK woman in a fantasy setting. The overall atmosphere is mysterious and dramatic, in the visual style of Dungeons & Dragons, Lord of the Rings, and Game of Thrones. Ultra-realistic, high detail, dark fantasy color palette, 4K resolution.",{},2025-05-08 02:38:05.931891,true,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_19.png
20,8,52,Fantasy,https://replicate.delivery/xezq/eQz84xPV2MTuWijjlsSOMsV26lLhbF1ocKKXLaokgu0rZOVKA/out-0.png,prediction_1746672343323,"Epic portrait of a TOK woman in a fantasy setting. The overall atmosphere is mysterious and dramatic, in the visual style of Dungeons & Dragons, Lord of the Rings, and Game of Thrones. Ultra-realistic, high detail, dark fantasy color palette, 4K resolution. Additional details: Witchy fantasy enviroment with a redhead woman with a sexy leather outfit. Boobs augmented. Flower neck tattoo. Long red nails with rings on her fingers. Shes a vampire. Shes holding a glass of blood in her right hand and a Wicca Book on her left hand. She has light green eyes. ",{},2025-05-08 02:45:43.675068,true,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_20.png
21,8,52,Artistic,https://replicate.delivery/xezq/1zmOHef5i1jbVUU97UHLzfL0DlWprPZfYM3jtgHO8lGC5zpSB/out-0.png,prediction_1746673040203,"Create an artistic portrait of a TOK woman in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: Put my face on the Birth of Venus by Botticelli",{},2025-05-08 02:57:20.225453,true,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_21.png
26,8,52,Artistic,https://replicate.delivery/xezq/QhCdgIm94eXPOCf0gMYi0V8Do1JbzPJxN6pEtx97sHhuOdqUA/out-0.png,prediction_1746674095023,"Create an artistic portrait of a TOK woman in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: Redhead woman with a compenetrating stare, green eyes, boobs augmented, lips with fillers, make up with black outlined on the eyes and maskara.",{},2025-05-08 03:14:55.450738,true,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_26.png
27,8,52,Artistic,https://replicate.delivery/xezq/1fM0MaLRC3TIaipCpS9XefGlmebGMTIYONGIVUcfG7wNeUnKF/out-0.png,prediction_1746674417914,"Create an artistic portrait of a TOK woman in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: Redhead woman with green eyes, boos augmented, thin nose, lips with fillers, make up with black outlined on the eyes and glossy lips. She's in a black sexy lingerie",{},2025-05-08 03:20:18.202609,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_27.png
28,8,52,Artistic,https://replicate.delivery/xezq/ANucwgTwq64NK1S0rQd1sCIBQgvfhNRE3y8ZQIqqe7jnYdqUA/out-0.png,prediction_1746674728668,"Create an artistic portrait of a TOK man in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: red head woman, with big plump glossy lips, big boobs in a t tank ",{},2025-05-08 03:25:30.24168,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_28.png
29,8,52,Corporate,https://replicate.delivery/xezq/CQhFG3or816lP5xEcNu6uXq00XzY3EvMPgy3LUodQxwRFoKF/out-0.png,prediction_1746686791704,"Professional corporate headshot of an attractive TOK woman with a clean background and formal business attire. Well-groomed appearance, confident pose. Additional details: professional office background, redhead me wearing glasses ",{},2025-05-08 06:46:32.029184,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_29.png
30,8,52,Corporate,https://replicate.delivery/xezq/WfaRbamKcyw4YyhgAfroS3XNOHe6d3y1fFCBMRyTMycQhBqSB/out-0.png,prediction_1746686996156,"Professional corporate headshot of an attractive TOK woman with a clean background and formal business attire. Well-groomed appearance, confident pose. Additional details: professional office background, redhead me with light makeup on and black outlined on the eyes with red lipstick, white blazer and lean face",{},2025-05-08 06:49:56.550398,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_30.png
31,8,52,Casual,https://replicate.delivery/xezq/UyMPKdRcINbcAxeeAkU55fNkY4yaJUTcoW9kdP2AdkoLHBVpA/out-0.png,prediction_1746687717709,"Edgy headshot of an attractive TOK woman standing in a vibrant urban city street wearing trendy streetwear clothing and an avant-garde pose. Additional details: with sunglasses and holding a cup of coffee ",{},2025-05-08 07:01:58.814011,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_31.png
32,8,52,Outdoor,https://replicate.delivery/xezq/NqqekW3fpvuPZ00wgDAezmvwSdt886jEPffjughNQtJ1wEUlC/out-0.png,prediction_1746687878447,"Natural headshot of an outdoorsy TOK woman taken in nature with natural lighting and greenery. Professional yet approachable. Additional details: wearing a sexy black bikini in a waterfall ",{},2025-05-08 07:04:38.794832,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_32.png
33,8,52,Outdoor,https://replicate.delivery/xezq/pKeZDQ3HPqwRUykzd80eRP9sLz1U9Y4x4itysCoyKdCOtgqUA/out-0.png,prediction_1746688334657,"Photograph taken of a rugged outdoor survivalist TOK woman in awe, embracing natures wonderous vastness and beauty with a scenic background Additional details: redhead me, boobs augmented, plumped lips, wearing a one piece bailing suit and black sunglasses on a beach ",{},2025-05-08 07:12:14.66175,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_33.png
34,8,52,Fantasy,https://replicate.delivery/xezq/FyeaiSDeBaqWm0h538sSNksZPmggyjWPiTfNO5dflt7LMDqSB/out-0.png,prediction_1746688706176,"Epic portrait of a TOK woman in a fantasy setting. The overall atmosphere is mysterious and dramatic, in the visual style of Dungeons & Dragons, Lord of the Rings, and Game of Thrones. Ultra-realistic, high detail, dark fantasy color palette, 4K resolution. Additional details: make me as a purple hair witch and black eyes wearing a gothic white dress ",{},2025-05-08 07:18:26.513233,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_34.png
35,8,52,Casual,https://replicate.delivery/xezq/aYKnPuiIEVKOCN1PeMgCwzenf7s5K51GbRRz99YReefDoNoKF/out-0.png,prediction_1746688928362,"Edgy headshot of an attractive TOK woman standing in a vibrant urban city street wearing trendy streetwear clothing and an avant-garde pose. Additional details: make me as a redhead wearing a black and gold Versace dress and Loubotin gold shoes, with black sunglasses on and a channel big purse ",{},2025-05-08 07:22:08.697884,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_35.png
36,8,52,Casual,https://replicate.delivery/xezq/jAtHqnniD1IyGV1udOc3tIRm27R25f7rg0XKZQ7coXxzcQVKA/out-0.png,prediction_1746689127385,"Edgy headshot of an attractive TOK woman standing in a vibrant urban city street wearing trendy streetwear clothing and an avant-garde pose. Additional details: make me wearing a black short dress and a black leather jacket and black high heels shoes talking on the phone ",{},2025-05-08 07:25:27.68784,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_36.png
37,8,52,Fantasy,https://replicate.delivery/xezq/d2NvpR1FbPICMF4qHMzjzW9ezBRLZR6qJfg23f7MeHnqEEqSB/out-0.png,prediction_1746689610844,"Epic portrait of a TOK woman in a fantasy setting. The overall atmosphere is mysterious and dramatic, in the visual style of Dungeons & Dragons, Lord of the Rings, and Game of Thrones. Ultra-realistic, high detail, dark fantasy color palette, 4K resolution. Additional details: make me as a vampire showing my fangs, I have a long blond ashy braided hair, blue eyes, I'm wearing a red corset and black pants and I have huge boobs",{},2025-05-08 07:33:31.196506,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_37.png
38,8,52,Artistic,https://replicate.delivery/xezq/TOkB5nGYl2YcOVirovZOeB23lqTM4dBfLZftI3kdJq7vJCVpA/out-0.png,prediction_1746689847768,"Create an artistic portrait of a TOK woman in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: art nouveau background, me with a lot of jewelry and short modern hair ",{},2025-05-08 07:37:28.106412,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_38.png
39,8,52,Outdoor,https://replicate.delivery/xezq/mbaqrHIAPZY0OpQm8P4WvRlUVez2NpZXifxNDxvEWWk3IhqUA/out-0.png,prediction_1746690103898,"Photograph taken of a attractive rugged outdoor survivalist TOK woman in awe, embracing natures wonderous vastness and beauty with a scenic background",{},2025-05-08 07:41:43.934937,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_39.png
40,8,52,Artistic,https://replicate.delivery/xezq/SItI0ZVdqTotDpKovT6y3iem3fdVmz6oMlyetz3eiQNuuEqSB/out-0.png,prediction_1746690283862,"Create an artistic portrait of a TOK woman in a dramatic, painterly style. The subject is looking slightly off-camera, with soft, diffused lighting emphasizing facial features and emotional depth. Use rich, textured brushstrokes, a muted color palette with warm undertones, and a softly blurred background that suggests depth without distraction. The overall tone should evoke introspection and timelessness, reminiscent of a classical oil painting. Additional details: watercolor",{},2025-05-08 07:44:43.870827,false,/home/duchovs/code/AIHeadshotgenerator/data/generated/8/headshot_40.png
